,round,year,player,firstServe,ace,double,firstPointWon,secPointWon,avgSecServe,break,return,total,error,temp_winner
258,Second,2011,Fernando Verdasco,0.64,23,7,0.77,0.4,151.0,0.46,0.41,161,65.0,1
259,Second,2011,Nicolas Almagro,0.52,10,5,0.78,0.54,140.0,0.38,0.34,169,51.0,1
260,Second,2011,Ivan Ljubicic,0.63,8,1,0.69,0.58,143.0,0.38,0.38,141,29.0,1
261,Second,2011,Viktor Troicki,0.53,12,4,0.81,0.33,0.0,0.41,0.44,122,33.38345266507557,1
262,Second,2011,Novak Djokovic,0.65,9,3,0.75,0.64,154.0,0.35,0.39,146,50.0,1
263,Second,2011,Andy Roddick,0.67,17,5,0.85,0.74,181.0,0.43,0.35,99,16.0,1
264,Second,2011,Robin Haase,0.67,8,3,0.65,0.47,148.0,0.47,0.45,142,46.0,1
265,Second,2011,Stanislas Wawrinka,0.54,8,0,0.77,0.65,145.0,0.6,0.39,91,11.0,1
266,Second,2011,Gael Monfils,0.66,8,5,0.71,0.49,151.0,0.55,0.45,123,41.0,1
267,Second,2011,Tommy Robredo,0.71,1,2,0.73,0.47,146.0,0.36,0.41,119,27.0,1
268,Second,2011,Sergiy Stakhovsky,0.68,9,5,0.67,0.41,154.0,0.57,0.48,98,22.0,1
269,Second,2011,Xavier Malisse,0.52,7,0,0.76,0.61,0.0,0.47,0.56,93,33.38345266507557,1
270,Second,2011,Roger Federer,0.61,11,1,0.79,0.43,153.0,0.44,0.43,151,53.0,1
271,First,2011,Rafael Nadal,0.54,4,3,0.84,0.56,145.0,1.0,0.92,49,10.0,1
272,First,2011,Ryan Sweeting,0.74,3,6,0.7,0.41,0.0,0.86,0.43,105,33.38345266507557,1
273,First,2011,Bernard Tomic,0.63,2,3,0.72,0.71,145.0,0.5,0.37,103,23.0,1
274,First,2011,Feliciano Lopez,0.6,17,6,0.75,0.51,0.0,0.42,0.42,108,33.38345266507557,1
275,First,2011,John Isner,0.73,26,4,0.81,0.48,182.0,0.6,0.33,108,38.0,1
276,First,2011,Radek Stepanek,0.57,7,1,0.81,0.71,0.0,0.6,0.46,91,33.38345266507557,1
277,First,2011,Santiago Giraldo,0.61,7,2,0.66,0.62,0.0,0.69,0.48,126,33.38345266507557,1
278,First,2011,Marin Cilic,0.63,8,0,0.81,0.64,154.0,0.55,0.46,86,28.0,1
279,First,2011,Mikhail Youzhny,0.66,3,0,0.85,0.67,0.0,0.38,0.34,104,33.38345266507557,1
280,First,2011,Blaz Kavcic,0.65,4,2,0.74,0.43,0.0,0.44,0.33,134,33.38345266507557,1
281,First,2011,Milos Raonic,0.65,27,6,0.84,0.64,0.0,0.5,0.32,115,33.38345266507557,1
282,First,2011,Michael Llodra,0.61,9,5,0.75,0.5,155.0,0.55,0.43,121,39.0,1
283,First,2011,David Nalbandian,0.65,6,6,0.64,0.51,149.0,0.5,0.38,193,83.0,1
284,First,2011,Richard Berankis,0.62,7,1,0.72,0.58,151.0,0.47,0.44,101,44.0,1
285,First,2011,Michael Russell,0.71,4,3,0.66,0.44,147.0,0.62,0.43,146,33.0,1
286,First,2011,David Ferrer,0.7,4,2,0.79,0.56,141.0,0.45,0.41,107,32.0,1
287,First,2011,Robin Soderling,0.59,12,0,0.88,0.64,150.0,0.63,0.44,89,18.0,1
288,First,2011,Gilles Muller,0.69,11,1,0.76,0.56,0.0,0.5,0.37,109,33.38345266507557,1
289,First,2011,Jan Hernych,0.66,4,1,0.66,0.65,0.0,0.33,0.4,125,33.38345266507557,1
290,First,2011,Thomaz Bellucci,0.54,15,9,0.77,0.4,0.0,0.41,0.41,174,33.38345266507557,1
291,First,2011,Benjamin Becker,0.6,12,2,0.84,0.54,0.0,0.67,0.35,101,33.38345266507557,1
292,First,2011,Alexandr Dolgopolov,0.47,16,3,0.89,0.57,0.0,0.43,0.48,94,33.38345266507557,1
293,First,2011,Andreas Seppi,0.57,12,5,0.74,0.48,0.0,0.27,0.39,158,33.38345266507557,1
294,First,2011,Jo0Wilfried Tsonga,0.66,11,5,0.69,0.43,145.0,0.46,0.39,153,46.0,1
295,First,2011,Jurgen Melzer,0.59,4,1,0.75,0.61,0.0,0.38,0.47,102,33.38345266507557,1
296,First,2011,Pere Riba,0.56,10,6,0.64,0.61,149.0,0.44,0.31,126,34.0,1
297,First,2011,Juan Martin Del Potro,0.63,19,3,0.76,0.49,162.0,0.67,0.35,108,52.0,1
298,First,2011,Marcos Baghdatis,0.52,15,3,0.75,0.55,143.0,0.32,0.41,157,59.0,1
299,First,2011,Guillermo Garcia0Lopez,0.65,8,5,0.71,0.46,0.0,0.58,0.43,129,33.38345266507557,1
300,First,2011,Eduardo Schwank,0.6,6,0,0.81,0.79,0.0,0.46,0.47,90,33.38345266507557,1
301,First,2011,Illya Marchenko,0.56,9,8,0.71,0.46,119.90135396518376,0.67,0.52,99,33.38345266507557,1
302,First,2011,Andy Murray,0.58,2,3,0.87,0.5,141.0,0.56,0.44,86,17.0,1
303,First,2011,Tomas Berdych,0.63,2,1,0.88,0.42,151.0,0.64,0.47,88,16.0,1
304,First,2011,Philipp Kohlschreiber,0.66,7,2,0.62,0.54,0.0,0.28,0.35,160,33.38345266507557,1
305,First,2011,Adrian Mannarino,0.59,4,3,0.83,0.53,0.0,0.5,0.41,95,33.38345266507557,1
306,First,2011,Richard Gasquet,0.63,5,2,0.72,0.63,148.0,0.43,0.46,99,24.0,1
307,First,2011,Florian Mayer,0.67,3,2,0.68,0.62,0.0,0.36,0.37,148,33.38345266507557,1
308,First,2011,Kei Nishikori,0.69,6,3,0.69,0.5,134.0,0.53,0.43,142,52.0,1
309,First,2011,Janko Tipsarevic,0.58,13,4,0.84,0.46,0.0,0.31,0.44,107,33.38345266507557,1
310,First,2011,Fernando Verdasco,0.62,8,1,0.86,0.58,147.0,0.43,0.46,94,18.0,1
311,First,2011,Nicolas Almagro,0.6,22,4,0.8,0.54,0.0,0.5,0.36,147,33.38345266507557,1
312,First,2011,Igor Andreev,0.58,6,4,0.73,0.38,0.0,0.44,0.48,119,33.38345266507557,1
313,First,2011,Benoit Paire,0.56,8,3,0.84,0.53,0.0,0.38,0.44,101,33.38345266507557,1
314,First,2011,Ivan Ljubicic,0.61,19,1,0.86,0.64,157.0,0.25,0.39,118,38.0,1
315,First,2011,Viktor Troicki,0.58,10,1,0.72,0.59,0.0,0.44,0.47,116,33.38345266507557,1
316,First,2011,Nicolas Mahut,0.62,7,3,0.84,0.46,0.0,0.5,0.37,92,33.38345266507557,1
317,First,2011,Ivan Dodig,0.64,10,7,0.84,0.7,0.0,0.38,0.27,146,33.38345266507557,1
318,First,2011,Novak Djokovic,0.67,7,1,0.75,0.68,155.0,0.58,0.53,84,17.0,1
319,First,2011,Andy Roddick,0.68,18,2,0.8,0.54,184.0,0.46,0.49,91,23.0,1
320,First,2011,Igor Kunitsyn,0.59,8,1,0.66,0.56,0.0,0.44,0.42,154,33.38345266507557,1
321,First,2011,Robin Haase,0.57,4,5,0.73,0.6,0.0,0.63,0.4,112,33.38345266507557,1
322,First,2011,Juan Monaco,0.72,5,1,0.67,0.48,146.0,0.33,0.47,128,42.0,1
323,First,2011,Stanislas Wawrinka,0.54,11,5,0.78,0.55,119.90135396518376,0.3,0.37,116,42.0,1
324,First,2011,Grigor Dimitrov,0.57,2,2,0.78,0.77,0.0,0.38,0.47,96,33.38345266507557,1
325,First,2011,Frederico Gil,0.63,4,3,0.68,0.51,0.0,0.5,0.41,198,33.38345266507557,1
326,First,2011,Gael Monfils,0.64,13,4,0.76,0.49,150.0,0.32,0.44,174,33.0,1
327,First,2011,Mardy Fish,0.57,12,3,0.77,0.5,141.0,0.46,0.36,143,50.0,1
328,First,2011,Tommy Robredo,0.62,9,0,0.73,0.6,0.0,0.33,0.39,114,33.38345266507557,1
329,First,2011,Sergiy Stakhovsky,0.68,7,1,0.77,0.52,0.0,0.6,0.45,88,33.38345266507557,1
330,First,2011,Lukasz Kubot,0.68,7,8,0.75,0.41,150.0,0.54,0.4,175,47.0,1
331,First,2011,Albert Montanes,0.58,1,3,0.68,0.7,0.0,0.31,0.36,157,33.38345266507557,1
332,First,2011,Xavier Malisse,0.58,1,3,0.67,0.66,0.0,0.67,0.47,92,33.38345266507557,1
333,First,2011,Gilles Simon,0.49,6,2,0.77,0.59,130.0,0.55,0.41,138,35.0,1
334,First,2011,Roger Federer,0.64,8,1,0.87,0.67,151.0,0.5,0.52,91,18.0,1
335,Final,2012,Novak Djokovic,0.59,9,2,0.68,0.63,150.0,0.35,0.41,193,69.0,1
336,semi,2012,Novak Djokovic,0.61,11,6,0.66,0.45,157.0,0.42,0.49,184,69.0,1
337,semi,2012,Rafael Nadal,0.77,4,1,0.69,0.63,137.0,0.38,0.38,146,34.0,1
338,quarter,2012,Novak Djokovic,0.53,3,0,0.71,0.67,151.0,0.42,0.43,105,39.0,1
339,quarter,2012,Andy Murray,0.44,4,3,0.78,0.58,141.0,0.39,0.53,104,27.0,1
340,quarter,2012,Roger Federer,0.57,5,1,0.89,0.58,151.0,0.63,0.44,96,22.0,1
341,quarter,2012,Rafael Nadal,0.71,6,2,0.76,0.49,137.0,0.38,0.37,157,30.0,1
342,Fourth,2012,Novak Djokovic,0.62,15,3,0.73,0.56,153.0,0.67,0.47,126,34.0,1
343,Fourth,2012,David Ferrer,0.63,5,3,0.87,0.37,141.0,0.78,0.49,90,23.0,1
344,Fourth,2012,Andy Murray,0.65,4,0,0.68,0.58,144.0,0.64,0.64,52,15.0,1
345,Fourth,2012,Kei Nishikori,0.66,1,5,0.7,0.53,133.0,0.32,0.42,141,30.0,1
346,Fourth,2012,Juan Martin Del Potro,0.64,6,1,0.8,0.56,146.0,0.44,0.53,95,14.0,1
347,Fourth,2012,Roger Federer,0.58,13,3,0.84,0.56,153.0,0.6,0.48,101,28.0,1
348,Fourth,2012,Tomas Berdych,0.56,28,4,0.87,0.59,148.0,0.11,0.32,161,41.0,1
349,Fourth,2012,Rafael Nadal,0.8,4,1,0.81,0.64,134.0,0.28,0.46,105,14.0,1
350,Third,2012,Novak Djokovic,0.62,7,1,0.84,0.7,152.0,0.62,0.61,81,8.0,1
351,Third,2012,Lleyton Hewitt,0.57,7,7,0.74,0.54,138.0,0.6,0.35,129,32.0,1
352,Third,2012,Richard Gasquet,0.6,6,1,0.71,0.74,144.0,0.5,0.51,87,8.0,1
353,Third,2012,David Ferrer,0.55,1,3,0.65,0.55,141.0,0.62,0.57,100,30.0,1
354,Third,2012,Andy Murray,0.6,7,2,0.7,0.71,142.0,0.46,0.51,94,11.0,1
355,Third,2012,Mikhail Kukushkin,0.66,5,2,0.64,0.47,125.0,0.35,0.45,158,72.0,1
356,Third,2012,Kei Nishikori,0.7,4,4,0.68,0.5,133.0,0.54,0.46,148,30.0,1
357,Third,2012,Jo0Wilfried Tsonga,0.54,6,1,0.84,0.63,144.0,0.86,0.49,85,20.0,1
358,Third,2012,Philipp Kohlschreiber,0.52,4,0,0.79,0.64,145.0,0.63,0.44,110,33.0,1
359,Third,2012,Juan Martin Del Potro,0.57,8,1,0.85,0.58,147.0,0.7,0.52,79,13.0,1
360,Third,2012,Bernard Tomic,0.69,13,2,0.63,0.56,145.0,0.44,0.36,174,61.0,1
361,Third,2012,Roger Federer,0.62,9,0,0.8,0.74,150.0,0.33,0.36,120,13.0,1
362,Third,2012,Tomas Berdych,0.53,14,6,0.81,0.64,153.0,0.18,0.39,124,28.0,1
363,Third,2012,Nicolas Almagro,0.56,6,0,0.72,0.63,143.0,0.38,0.47,116,26.0,1
364,Third,2012,Feliciano Lopez,0.56,16,12,0.76,0.64,162.0,0.55,0.35,160,30.0,1
365,Third,2012,Rafael Nadal,0.81,2,0,0.85,0.46,132.0,0.5,0.46,89,19.0,1
366,Second,2012,Novak Djokovic,0.55,9,2,0.81,0.66,148.0,0.54,0.52,86,21.0,1
367,Second,2012,Nicolas Mahut,0.69,8,2,0.64,0.37,137.0,0.44,0.45,123,46.0,1
368,Second,2012,Milos Raonic,0.54,17,6,0.81,0.54,165.0,0.71,0.39,136,38.0,1
369,Second,2012,Lleyton Hewitt,0.58,11,2,0.82,0.52,138.0,0.43,0.37,88,27.0,1
370,Second,2012,Janko Tipsarevic,0.56,11,3,0.8,0.61,145.0,0.31,0.41,135,31.0,1
371,Second,2012,Richard Gasquet,0.6,5,0,0.78,0.5,143.0,0.35,0.54,84,10.0,1
372,Second,2012,Juan Ignacio Chela,0.7,1,3,0.6,0.52,129.0,0.53,0.54,103,27.0,1
373,Second,2012,David Ferrer,0.67,6,6,0.68,0.54,142.0,0.7,0.43,155,37.0,1
374,Second,2012,Andy Murray,0.68,9,2,0.85,0.6,140.0,0.33,0.44,101,19.0,1
375,Second,2012,Michael Llodra,0.59,12,8,0.66,0.48,119.90135396518376,0.65,0.47,151,8.0,1
376,Second,2012,Mikhail Kukushkin,0.63,5,3,0.71,0.55,126.0,0.39,0.42,154,56.0,1
377,Second,2012,Gael Monfils,0.61,3,5,0.69,0.49,148.0,0.44,0.47,121,37.0,1
378,Second,2012,Julien Benneteau,0.63,6,6,0.63,0.5,131.0,0.39,0.42,163,55.0,1
379,Second,2012,Kei Nishikori,0.67,2,3,0.61,0.52,137.0,0.42,0.42,127,57.0,1
380,Second,2012,Frederico Gil,0.7,3,0,0.7,0.58,0.0,0.4,0.42,124,0.0,1
381,Second,2012,Jo0Wilfried Tsonga,0.73,15,3,0.74,0.52,138.0,0.5,0.41,102,44.0,1
382,Second,2012,Alejandro Falla,0.59,5,1,0.65,0.58,135.0,0.83,0.43,116,34.0,1
383,Second,2012,Philipp Kohlschreiber,0.77,1,1,0.9,0.5,152.0,0.71,0.67,45,7.0,1
384,Second,2012,Yen0Hsun Lu,0.69,4,2,0.89,0.71,0.0,0.42,0.46,106,2.0,1
385,Second,2012,Juan Martin Del Potro,0.64,14,5,0.76,0.48,144.0,0.58,0.48,109,35.0,1
386,Second,2012,Alexandr Dolgopolov,0.61,16,4,0.76,0.43,129.0,0.45,0.44,163,73.0,1
387,Second,2012,Bernard Tomic,0.68,6,1,0.77,0.66,141.0,0.3,0.32,125,29.0,1
388,Second,2012,Ivo Karlovic,0.66,20,2,0.72,0.62,0.0,0.33,0.35,139,2.0,1
389,Second,2012,Tomas Berdych,0.58,21,1,0.91,0.58,151.0,0.63,0.43,94,36.0,1
390,Second,2012,Kevin Anderson,0.69,15,4,0.78,0.5,0.0,0.44,0.35,119,4.0,1
391,Second,2012,Stanislas Wawrinka,0.51,4,5,0.72,0.49,150.0,0.53,0.48,146,67.0,1
392,Second,2012,Nicolas Almagro,0.64,9,2,0.7,0.63,141.0,0.36,0.42,163,39.0,1
393,Second,2012,John Isner,0.63,43,2,0.72,0.51,166.0,0.4,0.33,181,69.0,1
394,Second,2012,Feliciano Lopez,0.53,6,5,0.75,0.5,151.0,0.5,0.46,111,34.0,1
395,Second,2012,Lukas Lacko,0.64,9,1,0.72,0.64,141.0,0.42,0.41,116,38.0,1
396,Second,2012,Rafael Nadal,0.64,2,2,0.75,0.55,135.0,0.6,0.45,96,17.0,1
397,First,2012,Novak Djokovic,0.73,4,1,0.73,0.47,147.0,0.69,0.67,82,13.0,1
398,First,2012,Santiago Giraldo,0.61,0,1,0.76,0.71,0.0,0.4,0.53,88,1.0,1
399,First,2012,Tatsuma Ito,0.58,11,3,0.8,0.55,134.0,0.56,0.34,113,28.0,1
400,First,2012,Nicolas Mahut,0.59,7,4,0.79,0.38,142.0,0.38,0.46,116,23.0,1
401,First,2012,Milos Raonic,0.62,13,4,0.84,0.58,0.0,0.5,0.5,93,4.0,1
402,First,2012,Philipp Petzschner,0.56,10,2,0.87,0.5,0.0,0.64,0.62,91,2.0,1
403,First,2012,Lleyton Hewitt,0.55,8,2,0.76,0.49,140.0,0.32,0.4,144,33.0,1
404,First,2012,Andy Roddick,0.72,13,1,0.73,0.64,159.0,0.46,0.47,91,20.0,1
405,First,2012,Janko Tipsarevic,0.68,28,4,0.82,0.56,0.0,0.38,0.35,146,4.0,1
406,First,2012,James Duckworth,0.63,11,3,0.79,0.58,131.0,0.44,0.4,94,24.0,1
407,First,2012,Andrey Golubev,0.62,12,10,0.66,0.42,0.0,0.5,0.45,196,10.0,1
408,First,2012,Richard Gasquet,0.65,10,3,0.78,0.44,140.0,0.41,0.47,117,45.0,1
409,First,2012,Juan Ignacio Chela,0.58,5,1,0.62,0.61,131.0,0.5,0.47,128,26.0,1
410,First,2012,Pablo Andujar,0.62,4,4,0.74,0.39,0.0,0.64,0.55,102,4.0,1
411,First,2012,Ryan Sweeting,0.7,8,5,0.85,0.58,0.0,0.5,0.39,98,5.0,1
412,First,2012,David Ferrer,0.59,2,1,0.85,0.5,139.0,0.78,0.53,91,20.0,1
413,First,2012,Andy Murray,0.54,7,5,0.71,0.6,136.0,0.33,0.41,129,40.0,1
414,First,2012,Edouard Roger0Vasselin,0.72,6,0,0.74,0.67,0.0,0.14,0.39,53,0.0,1
415,First,2012,Michael Llodra,0.75,11,2,0.71,0.56,0.0,0.35,0.45,110,2.0,1
416,First,2012,Alex Jr. Bogomolov,0.88,3,0,0.71,0.56,119.90135396518376,0.5,0.51,112,0.0,1
417,First,2012,Viktor Troicki,0.6,27,3,0.81,0.49,0.0,0.5,0.37,170,3.0,1
418,First,2012,Mikhail Kukushkin,0.6,5,0,0.76,0.67,0.0,0.55,0.47,90,0.0,1
419,First,2012,Thomaz Bellucci,0.47,10,4,0.81,0.58,0.0,0.5,0.42,118,4.0,1
420,First,2012,Gael Monfils,0.54,12,6,0.72,0.51,139.0,0.45,0.47,122,31.0,1
421,First,2012,Gilles Simon,0.54,14,2,0.67,0.63,126.0,0.77,0.46,150,51.0,1
422,First,2012,Julien Benneteau,0.63,6,3,0.7,0.74,0.0,0.42,0.43,98,3.0,1
423,First,2012,Matthew Ebden,0.7,10,3,0.82,0.52,140.0,0.25,0.45,114,32.0,1
424,First,2012,Kei Nishikori,0.71,7,0,0.77,0.48,137.0,0.58,0.52,107,25.0,1
425,First,2012,Marcel Granollers,0.63,24,5,0.84,0.47,0.0,0.31,0.4,173,5.0,1
426,First,2012,Frederico Gil,0.72,3,0,0.64,0.64,0.0,0.67,0.55,94,0.0,1
427,First,2012,Ricardo Mello,0.67,3,4,0.68,0.55,119.90135396518376,0.58,0.49,122,4.0,1
428,First,2012,Jo0Wilfried Tsonga,0.49,11,5,0.71,0.56,129.0,0.67,0.39,120,45.0,1
429,First,2012,Mardy Fish,0.62,11,2,0.91,0.64,138.0,0.31,0.39,97,12.0,1
430,First,2012,Alejandro Falla,0.66,5,3,0.68,0.53,0.0,0.64,0.47,130,3.0,1
431,First,2012,Pere Riba,0.61,16,3,0.7,0.48,0.0,0.36,0.4,143,3.0,1
432,First,2012,Philipp Kohlschreiber,0.59,9,2,0.76,0.59,143.0,0.57,0.42,163,61.0,1
433,First,2012,Yen0Hsun Lu,0.59,7,4,0.78,0.46,0.0,0.5,0.38,137,4.0,1
434,First,2012,Florent Serra,0.61,5,2,0.58,0.5,0.0,0.3,0.39,99,2.0,1
435,First,2012,Blaz Kavcic,0.6,2,5,0.74,0.5,0.0,0.45,0.45,99,5.0,1
436,First,2012,Juan Martin Del Potro,0.58,12,6,0.75,0.4,158.0,0.75,0.42,125,39.0,1
437,First,2012,Alexandr Dolgopolov,0.57,15,1,0.79,0.57,117.0,0.44,0.45,119,34.0,1
438,First,2012,Tobias Kamke,0.56,1,3,0.73,0.62,0.0,0.33,0.57,99,3.0,1
439,First,2012,Sam Querrey,0.58,12,4,0.89,0.5,0.0,0.63,0.46,92,4.0,1
440,First,2012,Bernard Tomic,0.61,7,3,0.7,0.53,140.0,0.33,0.4,181,60.0,1
441,First,2012,Ivo Karlovic,0.78,24,3,0.75,0.43,0.0,0.5,0.38,110,3.0,1
442,First,2012,Carlos Berlocq,0.67,9,3,0.74,0.36,0.0,0.42,0.4,127,3.0,1
443,First,2012,Andreas Beck,0.63,2,8,0.73,0.49,0.0,0.43,0.41,133,8.0,1
444,First,2012,Roger Federer,0.63,14,2,0.8,0.56,119.90135396518376,0.46,0.49,106,33.0,1
445,First,2012,Tomas Berdych,0.52,7,6,0.88,0.52,142.0,0.71,0.39,124,43.0,1
446,First,2012,Olivier Rochus,0.6,7,1,0.8,0.67,0.0,0.7,0.57,87,1.0,1
447,First,2012,Sergiy Stakhovsky,0.64,13,9,0.66,0.52,0.0,0.32,0.43,198,9.0,1
448,First,2012,Kevin Anderson,0.64,5,4,0.75,0.55,0.0,0.46,0.51,99,4.0,1
449,First,2012,Stanislas Wawrinka,0.6,2,3,0.69,0.62,143.0,0.64,0.53,109,20.0,1
450,First,2012,Marcos Baghdatis,0.45,18,1,0.92,0.59,154.0,0.75,0.43,93,23.0,1
451,First,2012,Grigor Dimitrov,0.58,12,6,0.74,0.52,155.0,0.27,0.34,148,38.0,1
452,First,2012,Nicolas Almagro,0.64,15,3,0.76,0.47,140.0,0.36,0.4,138,12.0,1
453,First,2012,John Isner,0.66,19,4,0.86,0.5,175.0,0.38,0.36,106,42.0,1
454,First,2012,David Nalbandian,0.57,3,0,0.56,0.63,145.0,0.8,0.52,56,19.0,1
455,First,2012,Flavio Cipolla,0.78,2,6,0.56,0.53,0.0,0.5,0.5,144,6.0,1
456,First,2012,Feliciano Lopez,0.57,8,6,0.77,0.56,0.0,0.2,0.37,132,6.0,1
457,First,2012,Lukas Lacko,0.64,27,4,0.81,0.64,0.0,0.36,0.34,137,4.0,1
458,First,2012,Donald Young,0.62,5,7,0.67,0.52,0.0,0.53,0.49,132,7.0,1
459,First,2012,Tommy Haas,0.7,20,1,0.82,0.61,119.90135396518376,0.31,0.38,132,1.0,1
460,First,2012,Rafael Nadal,0.68,9,2,0.86,0.65,137.0,0.6,0.52,88,14.0,1
461,Final,2013,Novak Djokovic,0.63,8,3,0.75,0.66,155.0,0.27,0.33,139,61.0,1
462,semi,2013,Andy Murray,0.64,21,0,0.75,0.63,140.0,0.38,0.39,177,47.0,1
463,semi,2013,Novak Djokovic,0.63,6,0,0.91,0.79,154.0,1.0,0.55,85,16.0,1
464,quarter,2013,Andy Murray,0.68,7,1,0.8,0.29,141.0,0.73,0.53,89,20.0,1
465,quarter,2013,Roger Federer,0.61,6,3,0.77,0.56,156.0,0.22,0.34,169,47.0,1
466,quarter,2013,Novak Djokovic,0.67,10,2,0.78,0.63,152.0,0.43,0.44,118,25.0,1
467,quarter,2013,David Ferrer,0.69,16,0,0.72,0.5,144.0,0.38,0.41,165,51.0,1
468,Fourth,2013,Roger Federer,0.64,14,1,0.9,0.75,155.0,0.43,0.36,101,12.0,1
469,Fourth,2013,Jeremy Chardy,0.65,11,10,0.77,0.47,162.0,0.4,0.43,133,42.0,1
470,Fourth,2013,Jo0Wilfried Tsonga,0.55,9,1,0.81,0.56,147.0,0.44,0.34,109,36.0,1
471,Fourth,2013,Andy Murray,0.62,12,0,0.77,0.58,136.0,0.53,0.52,91,26.0,1
472,Fourth,2013,David Ferrer,0.68,6,3,0.69,0.48,142.0,0.64,0.55,112,24.0,1
473,Fourth,2013,Tomas Berdych,0.52,6,2,0.79,0.54,150.0,0.42,0.42,122,28.0,1
474,Fourth,2013,Nicolas Almagro,0.51,6,1,0.86,0.62,158.0,0.44,0.54,57,17.0,1
475,Fourth,2013,Novak Djokovic,0.66,7,5,0.71,0.55,145.0,0.47,0.38,209,66.0,1
476,Third,2013,Gilles Simon,0.69,0,4,0.56,0.54,128.0,0.32,0.41,169,84.0,1
477,Third,2013,Roger Federer,0.69,11,4,0.88,0.45,156.0,0.19,0.4,120,20.0,1
478,Third,2013,Milos Raonic,0.65,23,1,0.82,0.77,169.0,0.5,0.32,99,38.0,1
479,Third,2013,Andreas Seppi,0.56,6,5,0.71,0.43,136.0,0.53,0.42,152,66.0,1
480,Third,2013,Jo0Wilfried Tsonga,0.71,7,0,0.76,0.65,143.0,0.78,0.53,89,24.0,1
481,Third,2013,Richard Gasquet,0.56,10,1,0.87,0.49,151.0,0.38,0.42,127,28.0,1
482,Third,2013,Jeremy Chardy,0.58,20,7,0.78,0.52,159.0,0.29,0.34,157,64.0,1
483,Third,2013,Andy Murray,0.68,13,0,0.71,0.38,136.0,0.46,0.47,110,27.0,1
484,Third,2013,Tomas Berdych,0.64,12,1,0.82,0.63,156.0,0.5,0.49,97,19.0,1
485,Third,2013,David Ferrer,0.64,5,1,0.69,0.58,144.0,0.67,0.47,91,30.0,1
486,Third,2013,Stanislas Wawrinka,0.53,13,5,0.84,0.57,159.0,0.38,0.32,111,31.0,1
487,Third,2013,Novak Djokovic,0.66,7,1,0.86,0.66,153.0,0.27,0.39,109,19.0,1
488,Third,2013,Kevin Anderson,0.76,9,4,0.76,0.46,171.0,0.36,0.36,160,46.0,1
489,Third,2013,Kei Nishikori,0.68,7,1,0.77,0.65,137.0,0.57,0.43,111,33.0,1
490,Third,2013,Janko Tipsarevic,0.53,13,1,0.67,0.7,142.0,0.3,0.34,138,46.0,1
491,Third,2013,Nicolas Almagro,0.56,18,0,0.86,0.73,146.0,0.22,0.31,103,25.0,1
492,Second,2013,Gael Monfils,0.57,29,23,0.77,0.42,157.0,0.5,0.35,159,72.0,1
493,Second,2013,Marin Cilic,0.57,9,2,0.91,0.67,140.0,0.31,0.4,99,22.0,1
494,Second,2013,Ivan Dodig,0.62,33,4,0.83,0.49,0.0,0.5,0.35,177,4.0,1
495,Second,2013,Blaz Kavcic,0.6,22,8,0.78,0.47,147.0,0.29,0.39,200,48.0,1
496,Second,2013,Jeremy Chardy,0.72,7,6,0.8,0.48,163.0,0.45,0.4,112,40.0,1
497,Second,2013,Richard Berankis,0.54,5,0,0.82,0.69,158.0,0.6,0.49,88,18.0,1
498,Second,2013,Milos Raonic,0.64,18,6,0.87,0.59,0.0,0.63,0.42,102,6.0,1
499,Second,2013,Bernard Tomic,0.77,26,3,0.78,0.59,147.0,0.14,0.28,153,34.0,1
500,Second,2013,Gilles Simon,0.52,12,8,0.78,0.5,134.0,0.33,0.4,135,55.0,1
501,Second,2013,Andy Murray,0.58,14,0,0.8,0.66,136.0,0.63,0.44,91,22.0,1
502,Second,2013,Juan Martin Del Potro,0.73,22,2,0.87,0.5,157.0,0.5,0.44,93,18.0,1
503,Second,2013,Philipp Kohlschreiber,0.6,12,0,0.91,0.66,150.0,0.5,0.35,104,14.0,1
504,Second,2013,Jo0Wilfried Tsonga,0.58,17,2,0.83,0.57,147.0,0.75,0.33,98,33.0,1
505,Second,2013,Roger Federer,0.68,9,2,0.76,0.66,157.0,0.23,0.42,111,42.0,1
506,Second,2013,Richard Gasquet,0.58,13,1,0.8,0.62,149.0,0.46,0.51,93,13.0,1
507,Second,2013,Andreas Seppi,0.61,13,6,0.76,0.65,0.0,0.29,0.31,190,6.0,1
508,Second,2013,Kei Nishikori,0.69,6,3,0.72,0.5,135.0,0.5,0.45,107,31.0,1
509,Second,2013,Tomas Berdych,0.63,8,2,0.78,0.63,157.0,0.38,0.44,101,24.0,1
510,Second,2013,David Ferrer,0.6,3,3,0.74,0.56,140.0,0.33,0.45,128,24.0,1
511,Second,2013,Julien Benneteau,0.64,9,5,0.67,0.55,142.0,0.41,0.42,163,43.0,1
512,Second,2013,Jurgen Melzer,0.66,16,5,0.7,0.64,119.90135396518376,0.36,0.34,174,5.0,1
513,Second,2013,Radek Stepanek,0.72,13,2,0.79,0.5,149.0,0.56,0.43,92,14.0,1
514,Second,2013,Stanislas Wawrinka,0.52,11,4,0.77,0.45,156.0,0.27,0.42,90,51.0,1
515,Second,2013,Marcos Baghdatis,0.52,6,2,0.73,0.62,149.0,0.35,0.42,113,32.0,1
516,Second,2013,Sam Querrey,0.64,5,1,0.7,0.53,150.0,0.2,0.32,47,18.0,1
